group_id,stories_in_group,genre,structure,temperature,self_bleu_group,self_bleu_group_norm,one_minus_self_bleu,distinct_group,alpha,diversity_score,bleu_type,window,stride,bleu_sample_every
baseline_linear_T1.0,thelittleredridinghood_baselinerewrite_linear_T1.0_s1,baseline,linear,1.0,0.0,0.0,0.0,0.0,0.7,0.0,sacreBLEU-4,1000,500,1
