config_name,test_type,genre,structure,temperature,seed,roberta_avg_score,reagan_classification,correlation_coefficient,hred_avg_coherence,total_sentences,tp_coverage,li_function_diversity,total_events,total_words,chapter_count,sentence_count
thelittleredridinghood_sciencefictionrewrite_nonlinear_T0.3_s1,regression_test,sciencefiction,nonlinear,0.3,1,-0.05791825510206677,Oedipus,0.8883,0.3831,452,5/5,10,72,8263,7,443
thelittleredridinghood_horror-suspenserewrite_linear_T0.3_s1,horror_test,horror,linear,0.3,1,0.023106117527206222,Tragedy,0.1072,0.4109,498,5/5,9,74,9536,7,492
thelittleredridinghood_romanticrewrite_nonlinear_T0.9_s3,romantic_test,romantic,nonlinear,0.9,3,0.5164335360129674,Tragedy,0.4573,0.4191,1165,5/5,10,62,23290,8,1154
sci_baseline,sci_baseline,sciencefiction,baseline,baseline,baseline,-0.0717215735815529,Cinderella,0.1199,0.261,825,5/5,9,24,7536,24,813
normal_baseline,normal_baseline_analysis,baseline,baseline,baseline,baseline,-0.1846857420643214,Icarus,0.2131,0.2641,400,5/5,9,24,3152,24,385
