genre,best_config,worst_config,best_mean,worst_mean,improvement_pct,t_statistic,p_value,cohens_d,significant
romantic,linear@0.9,linear@0.7,0.43671704394838873,-0.5879185565798452,174.28189484083381,3.859820072645377,0.018150033327793632,3.1515298923111574,True
horror,nonlinear@0.7,linear@0.3,0.2790214735013517,-0.2552871187606069,209.29712194488022,1.6988049934427834,0.16458527292656103,1.3870684688089807,False
sciencefiction,linear@0.7,nonlinear@0.9,0.12344748915749164,-0.3778583681444572,132.67030706867845,2.824432099251267,0.047613319601923526,2.3061391521011796,True
